Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Total Rooms,Bedrooms,Floors,Total Floors,Basement(kelder),Attic(zolder),Loft(vliering),Energy label,Position,Garden,Estimated neighbourhood price per m2
Burgemeester Nieuwenhuijsenstraat 29,Limmen,498000,255,117,1936,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,C,"Aan park, aan rustige weg en vrij uitzicht",Achtertuin en tuin,27
Markiezinnestraat 8,Geldrop,599000,346,170,1995,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,372
Bruins Slotlaan 38,Nijkerk,450000,290,74,1948,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,C,In woonwijk en vrij uitzicht,Achtertuin en tuin,214
De Ripse Schans 2,Rijpwetering,750000,306,148,2018,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,Aan rustige weg,Tuin rondom,165
Hendrik Marsmanhove 42,Nieuwegein,850000,371,255,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak,8,4,3 woonlagen,3,0,0,0,A,In woonwijk,"Achtertuin, tuin en zijtuin",3537
Eemstraat 30,Enschede,298000,161,120,1963,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,3,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",4665
Cruijscamplaan 24,Heiloo,469500,151,124,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,214
Haruku 35,Barneveld,399000,139,131,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6,5,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,473
Delweg 12,Ulft,499000,590,141,1900,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5,3,"2 woonlagen, een vliering en een kelder",2,1,0,1,E,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",327
Hoekvensedreef 22,Achtmaal,1350000,18627,400,1974,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,8,5,"2 woonlagen, een zolder en een kelder",2,1,1,0,B,"Aan bosrand, aan rustige weg, beschutte ligging, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,975
Golfslag 1,Hellevoetsluis,685000,715,151,1978,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,5,4,2 woonlagen,2,0,0,0,C,Aan water en in woonwijk,Tuin rondom,2665
Van Veen's park 12,Smilde,550000,1692,159,,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met overig,5,4,1 woonlaag,1,0,0,0,C,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,3685
Hoog Geldrop 46,Geldrop,599000,397,253,1929,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,8,8,3 woonlagen en een zolder,3,0,1,0,G,In woonwijk,Achtertuin,3465
Noordikslaan 17 a,Almelo,650000,805,197,1951,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,5,2 woonlagen en een zolder,2,0,1,0,F,,Tuin rondom,1895
Topaasstraat 16,Enschede,298000,178,116,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,2585
Gageldonk 13,Udenhout,348000,310,112,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,Achtertuin,
Nijverheidsstraat 12,Kerkdriel,1150000,1955,249,2002,Bestaande bouw,"Herenhuis, vrijstaande woning (bedrijfs- of dienstwoning)",Samengesteld dak bedekt met pannen,7,4,2 woonlagen en een vliering,2,0,0,1,A,Aan rustige weg,"Achtertuin, tuin en zijtuin",980
Hoofdstraat 14,Rolde,475000,250,205,1976,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning (split-level woning)",Zadeldak bedekt met pannen,5,4,2 woonlagen,2,0,0,0,C,In centrum,Achtertuin en zijtuin,3755
Huismansweg 13,Schoorl,2150000,23,259,1920,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7,5,"2 woonlagen, een zolder en een kelder",2,1,1,0,Niet verplicht,"Aan bosrand, aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,3205
Erve Derkman 8,Oldenzaal,600000,447,189,2002,Bestaande bouw,"Herenhuis, vrijstaande woning",Lesseardak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,A+,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin, zijtuin en zonneterras",5325
Jeudje 57,Hoorn (NH),525000,118,118,2002,Bestaande bouw,"Herenhuis, tussenwoning",Schilddak bedekt met pannen,4,2,3 woonlagen en een vliering,3,0,0,1,B,"Aan water, in woonwijk en vrij uitzicht",Achtertuin en tuin,960
Tarthorst 641,Wageningen,350000,135,117,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Beschutte ligging en in woonwijk,Achtertuin en tuin,1265
Burgzatenstraat 5,Amersfoort,600000,250,139,1979,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,1695
Ekenstein 22,Lelystad,369000,192,140,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Lesseardak,5,4,3 woonlagen,3,0,0,0,A+,Aan rustige weg en in woonwijk,Achtertuin en tuin,254
Neerlandstraat 1 a,Geldrop,850000,573,217,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,5,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",319
Dorpsstraat 39,Aarle-Rixtel,689000,530,262,1923,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,9,5,3 woonlagen en een kelder,3,1,0,0,F,,Achtertuin en tuin,52
Neerstraat 65 a,Roermond,595000,100,168,1700,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met pannen,12,4,"3 woonlagen, een zolder en een kelder",3,1,1,0,C,In centrum,Achtertuin,542
J M van der Meystraat 56,Assendelft,575000,192,151,2005,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,7,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,9455
Van Merlenlaan 9,Heemstede,3750000,115,385,1925,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,9,6,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Tuin rondom,1065
Asturiëstraat 25,Lent,475000,152,137,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk en vrij uitzicht,Achtertuin en tuin,11205
van de Puttestraat 13,Gouda,375000,122,104,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,116
Heuvelsepad 34,Ede,450000,350,140,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak,4,3,"2 woonlagen, een zolder en een kelder",2,1,1,0,D,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en tuin,208
Cederstraat 7,Drunen,400000,237,114,1966,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,2685
Weteringstraat 65,Baarn,445000,166,107,1922,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,F,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",1975
Knotwilgenstraat 55,Schoonhoven,389000,131,108,1989,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",2795
Kamillestraat 23,Terneuzen,235000,147,108,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,1195
Reutumbrink 4,Enschede,225000,96,117,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking en overig,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin,389
Jupiterlaan 8,Apeldoorn,675000,244,150,2003,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5,4,3 woonlagen en een vliering,3,0,0,1,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,426
Zevenhoeksweg 14,Zwiggelte,850000,641,308,1854,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,8,6,1 woonlaag en een zolder,1,0,1,0,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom en zonneterras,210
Hertheuvelsehoef 2,Eersel,1225000,464,197,1995,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,10,5,2 woonlagen,2,0,0,0,C,"Aan rustige weg, in bosrijke omgeving, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom en zonneterras,365
Musholm 129,Hoofddorp,450000,194,126,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen en een vliering,3,0,0,1,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,42
Uddelermeer 17,Amersfoort,689000,212,149,2017,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,2325
Rieteiland 31,Rijswijk (ZH),598000,157,161,1996,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6,5,3 woonlagen,3,0,0,0,B,"Aan vaarwater, aan water en in woonwijk",Achtertuin,386
Loogkruidstraat 15,Almere,395000,131,123,1988,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,3,3 woonlagen,3,0,0,0,C,In bosrijke omgeving en in woonwijk,Achtertuin en tuin,802
Terheijdenseweg 241,Breda,385000,147,120,1928,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak,6,4,3 woonlagen en een vliering,3,0,0,1,E,,Achtertuin,200
Eikenwal 134,Uden,439000,258,120,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,197
Jos Colerstraat 10,Rotterdam,825000,1515,188,2000,Bestaande bouw,"Villa, geschakelde woning (split-level woning)",Lesseardak bedekt met overig,7,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en tuin,344
Komstraat 8 -10,Lobith,499000,266,200,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,4,3 woonlagen en een kelder,3,1,0,0,G,In centrum en in woonwijk,"Achtertuin, tuin, zijtuin en zonneterras",306
Enkeerdlaan 29,Ruurlo,675000,551,143,2017,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Tentdak bedekt met bitumineuze dakbedekking en pannen,5,3,3 woonlagen,3,0,0,0,A+,"Aan rustige weg, in woonwijk en landelijk gelegen","Patio/atrium, tuin rondom en zonneterras",123
Lavendelstraat 22,Apeldoorn,295000,153,122,1969,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,4,2,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,3255
Mr PJ Troelstraweg 36,Leeuwarden,474500,226,159,1930,Bestaande bouw,"Herenhuis, vrijstaande woning",Schilddak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,F,Aan drukke weg,Achtertuin en tuin,149
Prins Bernhardlaan 124,Middelharnis,380000,188,104,1992,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,1505
Benthuizenstraat 2,Ochten,389000,244,113,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,5,3 woonlagen,3,0,0,0,D,,"Achtertuin, tuin en zijtuin",425
Gemullehoekenweg 63,Oisterwijk,805000,490,162,1932,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen en een kelder,3,1,0,0,E,Beschutte ligging,Achtertuin en tuin,460
Van Goghstraat 10,Drunen,799000,566,202,1983,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A+,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",616
Oudendijk 29,Heemskerk,1150000,1432,164,2012,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,5,2 woonlagen en een zolder,2,0,1,0,A,"Aan rustige weg, open ligging en vrij uitzicht",Achtertuin en zijtuin,830
Barthold van Heesselstraat 22,Aarle-Rixtel,675000,385,195,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom en tuin",52
JHB Koekkoekstraat 42,Hilversum,695000,131,163,1904,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,5,3 woonlagen en een kelder,3,1,0,0,C,,Achtertuin en tuin,3065
Duiventorenstraat 62,aldwijk,385000,112,109,1928,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4,3,3 woonlagen,3,0,0,0,C,In woonwijk,,158
Prinses Wilhelmisingel 4,Zuidoostbeemster,545000,273,103,1958,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en tuin,4869
Aan de Heerstraat 32,Westerhoven,419000,223,121,2006,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin,300
Drossaardstraat 30,Oosterhout (NB),469000,304,134,1960,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,E,In woonwijk,Achtertuin en tuin,2135
Prins Bernhardstraat 34,Leeuwarden,250000,135,110,1935,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,372
Boskkamp 70,Augustinusga,350000,523,125,1985,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,3,2 woonlagen en een zolder,2,0,1,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin, zijtuin en zonneterras",1035
Jan Bosboomstraat 8,Boxmeer,319000,293,109,1968,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,3,2 woonlagen en een vliering,2,0,0,1,F,Aan rustige weg en in woonwijk,Achtertuin en tuin,263
Klaasbos 6,Lichtende,585000,422,214,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,5,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Tuin rondom,1995
Muiderslotstraat 16,Tilburg,350000,126,98,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin,6335
De Kievit 88,Dronten,300000,179,135,1972,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,E,In woonwijk en vrij uitzicht,Achtertuin en tuin,153
Pieter Lastmanstraat 36,Meppel,415000,250,147,1976,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en tuin,242
Bruggemeestersstraat 1,Nieuwerbrug aan den Rijn,499000,182,133,1906,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,D,In centrum,Achtertuin,3986
Italiëlaan 6,Eindhoven,350000,170,132,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,2675
Laan van Nieuw Meerten 47,Lienden,595000,389,150,2009,Bestaande bouw,"Eengezinswoning, hoekwoning",Schilddak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",825
Roosendaalseweg 32,Putten,585000,305,122,1987,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,C,In woonwijk,"Achtertuin, tuin en zijtuin",34
Distel 30,Zeewolde,675000,429,150,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,6285
Bisschop Luwunstraat 3,Haarlem,475000,123,115,1988,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,1065
Prinsessenweg 121,Nieuwegein,400000,217,89,1966,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,D,"Aan park, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",344
Weegbree 14,Nieuwegein,625000,368,193,1974,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,
M A Reildaweg 34,Linschoten,1385000,13618,157,1950,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,6,4,2 woonlagen,2,0,0,0,C,"Buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,215
Houtkampstraat 17,Westendorp,325000,230,132,1978,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6,5,2 woonlagen en een zolder,2,0,1,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,405
Grote Buitendijk 182,Velserbroek,495000,108,137,1994,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,7,6,3 woonlagen,3,0,0,0,C,In woonwijk en vrij uitzicht,Achtertuin en tuin,186
Van Beijerenstraat 20,Molearsgraaf,359000,180,121,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,In woonwijk,Tuin rondom,835
Sporkenhout 7,Noordwijkerhout,698000,392,203,1972,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak,7,6,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,
Wim Vrijhoefstraat 38,Leusden,450000,135,107,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,26
Heilige Geeststraat 7 a,Roermond,565000,100,130,1907,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,11,4,"3 woonlagen, een zolder en een kelder",3,1,1,0,D,In centrum,Zonneterras,542
Breezand 16,Zeewolde,500000,316,142,1984,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",355
Vlijtseweg 15,Apeldoorn,349500,237,117,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5,4,"2 woonlagen, een vliering en een kelder",2,1,0,1,G,In woonwijk,Achtertuin en tuin,2435
Zuiderlaan 36,Hoogezand,385000,520,120,1949,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,6,4,"2 woonlagen, een zolder en een kelder",2,1,1,0,C,Aan rustige weg,"Achtertuin, tuin en zonneterras",585
Orpingtonlaan 26,Barneveld,415000,165,124,2018,Bestaande bouw,"Eengezinswoning, eindwoning",Dwarskap bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,4065
Dr J Presserstraat 64,Den Haag,420000,164,119,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin,1287
Korenbloem 1 a,Bergambacht,625000,265,156,1989,Bestaande bouw,"Herenhuis, geschakelde woning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in woonwijk en open ligging","Achtertuin, tuin en zijtuin",327
Zuiderweg 131,Zuidoostbeemster,725000,410,127,1935,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4,3,2 woonlagen,2,0,0,0,E,"Aan water, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin en tuin,4869
Moerland 9,Broek in Waterland,449500,159,104,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin,276
Pioenroosstraat 13,Breda,950000,304,176,2002,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak,7,4,3 woonlagen,3,0,0,0,A,In woonwijk,"Achtertuin, tuin en zijtuin",5165
Tjeerdsraklaan 60,Utrecht,749000,127,193,2001,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin,449
Veencompagnie 8,Veenendaal,995000,410,186,2020,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, tuin rondom en tuin",3937
De Baan 1,Wilnis,639000,235,148,2008,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, tuin en zijtuin",1995
Laurentiden 30,Assendelft,475000,187,121,2008,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,"Achtertuin, tuin en zijtuin",9455
Brielsestraat 101,Stellendam,500000,305,113,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg,Achtertuin en tuin,1905
Maarland Zuidzijde 28,Brielle,475000,78,151,1906,Bestaande bouw,"Grachtenpand, hoekwoning",Schilddak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,E,Aan water en in centrum,,298
Vaartweg 1 a,Eemdijk,745000,577,157,1966,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8,5,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,840
Landgoed Sandenburg 11,Krimpen aan den IJssel,389000,87,131,2007,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, aan water, in woonwijk en open ligging",Zonneterras,2375
Wittem 7,Almelo,389000,274,134,2003,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,1295
Monteverdistraat 135,Purmerend,489000,181,127,1988,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,3,2 woonlagen en een zolder,2,0,1,0,A,"Aan park, in woonwijk en vrij uitzicht",Achtertuin en tuin,7205
Schothorstlaan 17,Spijkenisse,540000,197,183,2001,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak,6,4,3 woonlagen,3,0,0,0,B,,Achtertuin en tuin,444
Robert Stolzhof 61,Hoorn (NH),325000,188,94,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,In woonwijk,"Achtertuin, tuin en zijtuin",214
Meidoornlaan 16,Exloo,492500,1053,163,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,D,Aan rustige weg,Achtertuin en tuin,2593
Witte Baan 14,Prinsenbeek,425000,265,105,1969,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,11035
Waterfront 393,Eindhoven,650000,82,159,2019,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,2,4 woonlagen,4,0,0,0,A,Aan water en in woonwijk,,2225
